voedselnaam,Alpha-tocopherol,Calcium (Ca),Copper (Cu),Magnesium (Mg),Phosphorus (P),Potassium (K),Total Selenium,Total iron,Zinc (Zn),"niacin equivalents, total",riboflavin,thiamin,vitamin B-12,"vitamin B-6, total",vitamin E; alpha-tocopherol equiv from E vitamer activities,"vitamin K, total"
Beef loaf,0.6,35.628571428571426,0.12454285714285715,27.514285714285712,214.25714285714284,356.1714285714285,0.0161,3.007142857142857,4.607857142857143,9.741,0.25285714285714284,0.07357142857142858,0.0028857142857142857,0.22642857142857142,0.701,0.009
Beef tallow (including processed suet),1.3,0.0,0.08,0.0,7.0,6.0,0.0,0.3133333333333333,0.352,1.83,0.0,0.0,0.0,0.0,0.8,0.0
"Beer, alcohol-free",0.0,5.183333333333334,0.0078,8.775,14.316666666666668,37.5,0.0006000000000000001,0.045000000000000005,0.028200000000000003,0.8876666666666667,0.0158,0.00425,2.4333333333333336e-05,0.0364,0.0,0.0
"Beer, light",0.0,6.714285714285714,0.024142857142857143,8.2,14.642857142857142,30.928571428571427,0.00015000000000000001,0.043666666666666666,0.029000000000000005,0.8287142857142857,0.02457142857142857,0.004333333333333334,3.7500000000000003e-05,0.02985714285714286,0.0,0.0
"Beer, regular",0.0,3.642857142857143,0.0188,8.457142857142857,24.400000000000002,40.92857142857143,0.0005025,0.04733333333333334,0.031,0.9577142857142856,0.028142857142857143,0.006333333333333333,3.9999999999999996e-05,0.046142857142857145,0.0,0.0
"Beer, strong",0.0,5.285714285714286,0.027800000000000002,11.285714285714286,29.142857142857142,57.285714285714285,0.00010333333333333333,0.08420000000000001,0.032,1.1314285714285715,0.03428571428571429,0.006000000000000001,0.00014666666666666666,0.049,0.0,0.0
"Beerwurst, PROCESS Baking",0.294,11.0,0.081,19.0,123.0,233.0,,1.093,2.238,5.013,0.147,0.34,0.0018,0.233,0.294,0.005
"Beerwurst, PROCESS Cooking in water",0.294,11.0,0.081,19.0,123.0,233.0,,1.093,2.238,5.013,0.147,0.34,0.0018,0.233,0.294,0.005
"Beerwurst, PROCESS Steaming",0.294,11.0,0.081,19.0,123.0,233.0,,1.093,2.238,5.013,0.147,0.34,0.0018,0.233,0.294,0.005
Beetroots,0.07,17.242857142857144,0.07228571428571429,17.857142857142858,38.114285714285714,376.2857142857143,0.0006000000000000001,0.7057142857142857,0.43871428571428567,0.48914285714285716,0.03485714285714286,0.026285714285714284,0.0,0.04642857142857143,0.0658,0.005
"Beetroots, PROCESS Baking",0.8,34.5,0.07571428571428572,14.62857142857143,58.6,382.0,0.0002285714285714286,0.74,0.3457142857142857,1.25,0.025,0.04085714285714286,0.0,0.1582857142857143,0.54,0.1
"Beetroots, PROCESS Cooking in water",0.1,19.216666666666665,0.07036666666666667,15.633333333333333,40.0,327.53333333333336,0.0003333333333333333,0.6441666666666667,0.3641666666666667,0.4661666666666667,0.03,0.022000000000000002,0.0,0.04533333333333334,0.10880000000000001,0.005
"Beetroots, PROCESS Steaming",0.1,18.883333333333333,0.07636666666666667,16.733333333333334,47.96666666666667,377.3666666666666,0.0004,0.7253333333333334,0.3838333333333333,0.47583333333333333,0.034666666666666665,0.022333333333333334,0.0,0.042333333333333334,0.0664,0.005
Beignets,0.683,21.428571428571427,0.06799999999999999,10.0,89.28571428571429,94.71428571428571,0.004,1.7782857142857142,0.608,1.516,0.09714285714285716,0.08342857142857144,0.0006,0.04285714285714286,0.8732,0.003
Bilberries (European blueberries),1.9,13.571428571428571,0.07785714285714286,4.428571428571429,15.428571428571429,88.85714285714286,0.0001,0.7028571428571428,0.157,0.4571428571428572,0.03571428571428571,0.025714285714285714,0.0,0.055714285714285716,1.8699999999999999,0.012
"Biscuit with inclusions, filling or coating",2.06,66.92857142857143,0.22311428571428568,37.614285714285714,130.74285714285716,223.22857142857143,0.0041285714285714285,1.9361428571428572,0.8152857142857143,4.332142857142857,0.16528571428571429,0.11333333333333334,9.5e-05,0.10614285714285714,4.6012,0.006
"Biscuits, chocolate",,97.4,0.34500000000000003,57.5,170.0,303.4,0.00875,3.0992,1.1166,5.5278,0.2254,0.08,0.000135,0.1072,4.104,0.005
"Biscuits, oat meal",1.0,28.266666666666666,0.15856666666666666,47.050000000000004,193.70000000000002,185.4333333333333,0.0034,1.9208333333333334,1.4668333333333334,2.478666666666667,0.064,0.16216666666666665,0.0003,0.051666666666666666,1.9448,0.023000000000000003
"Biscuits, rusks and cookies for children",1.468,198.85714285714286,0.11,15.142857142857142,268.42857142857144,194.57142857142858,,1.7271999999999998,1.250714285714286,4.497142857142857,0.05,0.22714285714285712,0.001,0.052,2.0008,0.006
"Biscuits, sweet, plain",1.3199999999999998,48.142857142857146,0.13771428571428573,24.285714285714285,152.71428571428572,181.5,0.0027385714285714283,1.368857142857143,0.7534285714285714,4.843857142857144,0.1524285714285714,0.075,0.00012,0.08242857142857142,5.573,0.0054
"Biscuits, sweet, plain, FORT Combination of vitamin and mineral only supplements",31.2,579.0,0.35,195.0,213.0,256.0,0.008,6.4,1.9,2.1,1.015,0.28,4e-05,3.7,31.2,
"Biscuits, sweet, plain, FORT Vitamin only supplements",6.3,145.33333333333334,0.28,54.0,149.0,275.0,0.006,2.0,1.5,20.1,0.9400000000000001,0.28,4e-05,3.35,6.3,
"Biscuits, sweet, wheat wholemeal",3.44,47.9,0.27166666666666667,57.15,215.95000000000002,267.6666666666667,0.0036533333333333335,3.3426666666666667,1.6403333333333332,6.456,0.40349999999999997,0.13,0.00013000000000000002,0.158,9.9874,0.0070999999999999995
Bitter almonds,26.4,196.14285714285714,0.7951428571428572,260.0,467.2857142857143,736.0,0.0025714285714285717,3.761428571428571,3.181142857142857,7.397,0.4724285714285714,0.19714285714285712,0.0,0.044571428571428574,24.2558,0.0
Bitter chocolate,3.6,57.857142857142854,1.4555714285714285,164.28571428571428,228.14285714285714,709.7142857142857,0.0029285714285714284,8.665142857142857,2.2394285714285713,3.199857142857143,0.1364285714285714,0.078,0.000364,0.16042857142857142,1.3464,0.003
"Bitter chocolate, QUAL Sugar free",1.3,124.28571428571429,1.1857142857142857,106.14285714285714,173.71428571428572,485.7142857142857,0.003857142857142857,5.3428571428571425,1.7285714285714284,0.8200000000000001,0.14714285714285716,0.08714285714285715,0.0002842857142857143,0.11857142857142856,1.076,
Bitter-sweet chocolate,0.66,49.51428571428572,1.1861428571428572,170.83333333333334,191.57142857142858,979.3333333333334,0.004385714285714285,11.938,2.086,2.1181428571428573,0.07,0.03933333333333334,0.0004,0.09599999999999999,1.572,0.005866666666666667
"Bitter-sweet chocolate, QUAL Sugar free",1.3,150.0,1.1,89.0,150.0,400.0,0.004,3.2,1.3,0.8,0.09,0.05,0.00029,0.018,1.3,
Blackberries,0.6,39.614285714285714,0.112,23.714285714285715,29.428571428571427,197.57142857142858,0.00025,0.8604285714285714,0.2651428571428572,0.65,0.04314285714285714,0.027,0.0,0.047999999999999994,2.65,0.0
Blackcurrants,2.2,56.857142857142854,0.11085714285714286,20.142857142857142,48.857142857142854,318.2857142857143,0.0007333333333333333,1.2414285714285713,0.2911428571428571,0.5574285714285715,0.05485714285714286,0.047285714285714285,0.0,0.07857142857142858,1.324,0.03
Blended fat and oils,5.2,27.857142857142858,0.01257142857142857,3.457142857142857,33.285714285714285,30.857142857142858,0.0005,0.11900000000000001,0.17457142857142857,0.22957142857142857,0.005,0.012,0.0001,0.013000000000000001,2.12,0.006
"Blended fat and oils, QUAL Half fat or medium fat",3.5,43.51428571428572,0.019342857142857144,9.0,37.25714285714286,80.0,0.0003,0.22142857142857145,0.28214285714285714,0.6491428571428571,0.005,0.025,0.0001,0.031,1.13,0.012
"Blended fat and oils, QUAL Low fat (naturally or reduced)",1.6300000000000001,86.87142857142858,0.019414285714285714,9.585714285714285,69.68571428571428,113.57142857142857,0.0002,0.12571428571428572,0.33999999999999997,0.8428571428571427,0.005,0.04,0.0005,0.04,0.66,0.0
"Blended fat and oils, QUAL Low sodium / reduced salt",1.6,39.0,0.002,5.0,39.0,50.0,,0.011,0.274,0.263,0.005,0.012,0.0001,0.013,1.6,0.006
Blended frying oil/fats,24.5,11.299999999999999,0.009166666666666667,2.3666666666666667,8.950000000000001,19.5,0.003,0.105,0.08516666666666667,0.0,0.0,0.0,0.0,0.0,28.76,0.07787999999999999
Blended margarine,6.81,16.014285714285712,0.023,4.2057142857142855,19.97142857142857,24.714285714285715,0.0008320000000000001,0.13899999999999998,0.124,0.17985714285714285,0.03133333333333333,0.010199999999999999,9.84e-05,0.011,7.7,0.043
"Blended margarine, QUAL Half fat or medium fat",2.865,18.75,0.013833333333333335,4.083333333333333,16.0,17.916666666666668,0.0,0.06358333333333334,0.09308333333333334,0.27349999999999997,0.03191666666666667,0.008416666666666668,0.0001,0.006416666666666667,2.6399999999999997,0.03925
"Blended margarine, QUAL Low fat (naturally or reduced)",0.0,20.928571428571427,0.012454545454545456,5.642857142857143,72.0,32.642857142857146,,0.037636363636363634,0.10118181818181818,0.27349999999999997,0.036272727272727276,0.008545454545454545,0.0001,0.006272727272727274,3.6262499999999998,0.0385
"Blended margarine, QUAL Low sodium / reduced salt",0.0,8.0,0.033,11.0,8.0,6.0,,0.05,0.133,0.07,0.025,0.007,0.0,0.003,0.0,0.043
Blood-type sausage,0.37,34.971428571428575,0.13851428571428573,16.985714285714288,76.62857142857142,177.52857142857144,0.009357142857142857,13.373142857142858,0.902,3.3772857142857142,0.07957142857142858,0.18514285714285714,0.0007142857142857143,0.08714285714285715,0.166,0.0
"Blood-type sausage, QUAL Low fat (naturally or reduced)",0.173,19.0,0.065,23.0,119.0,187.0,,6.702,1.126,5.168,0.112,0.441,0.0011,0.318,0.173,0.0
Blueberries,1.85,13.857142857142858,0.0812857142857143,5.428571428571429,14.0,98.71428571428571,0.0001,0.5599999999999999,0.1504285714285714,0.5998571428571429,0.032999999999999995,0.025285714285714283,0.0,0.05485714285714286,1.53,0.012
"Bockwurst, PROCESS Baking",0.259,15.0,0.08,22.0,69.0,230.0,,0.818,1.578,4.592999999999999,0.152,0.409,0.0009,0.24899999999999997,0.259,0.01
"Bockwurst, PROCESS Cooking in water",0.259,15.0,0.08,22.0,69.0,230.0,,0.818,1.578,4.592999999999999,0.152,0.409,0.0009,0.24899999999999997,0.259,0.01
"Bockwurst, PROCESS Steaming",0.259,15.0,0.08,22.0,69.0,230.0,,0.818,1.578,4.592999999999999,0.152,0.409,0.0009,0.24899999999999997,0.259,0.01
"Bockwurst, QUAL Low fat (naturally or reduced), PROCESS Baking",0.444,24.0,0.134,26.0,176.0,270.0,,1.085,1.857,8.968,0.09,0.071,0.0005,0.333,0.44400000000000006,0.0
"Bockwurst, QUAL Low fat (naturally or reduced), PROCESS Cooking in water",0.444,24.0,0.134,26.0,176.0,270.0,,1.085,1.857,8.968,0.09,0.071,0.0005,0.333,0.44400000000000006,0.0
"Bockwurst, QUAL Low fat (naturally or reduced), PROCESS Steaming",0.444,24.0,0.134,26.0,176.0,270.0,,1.085,1.857,8.968,0.09,0.071,0.0005,0.333,0.44400000000000006,0.0
Bogue,,65.0,0.9,22.0,,348.0,,4.1,2.0,,,,,,,
Boiled eggs,3.7350000000000003,59.699999999999996,0.06685714285714286,12.014285714285714,197.9,132.0857142857143,0.016507142857142856,1.9284285714285712,1.308,3.7562857142857142,0.39514285714285713,0.07742857142857143,0.0014471428571428571,0.11085714285714286,1.874,0.015057142857142856
"Bologna-type sausage, PROCESS Baking",0.744,0.0,0.0,14.0,146.0,166.0,,0.822,1.688,5.472,0.113,0.203,0.0019,0.162,0.744,0.0
"Bologna-type sausage, PROCESS Cooking in water",0.6,24.75,0.15395,21.342857142857145,205.31428571428572,261.9714285714286,0.011114285714285715,1.2911428571428571,2.261714285714286,6.609285714285714,0.15871428571428572,0.344,0.0012457142857142858,0.238,0.6186,0.0
"Bologna-type sausage, PROCESS Steaming",0.6,24.75,0.15395,21.342857142857145,205.31428571428572,261.9714285714286,0.011114285714285715,1.2911428571428571,2.261714285714286,6.609285714285714,0.15871428571428572,0.344,0.0012457142857142858,0.238,0.6186,0.0
"Bologna-type sausage, QUAL Low fat (naturally or reduced), PROCESS Cooking in water",,18.0,0.06,13.0,150.0,200.0,0.008,1.3,1.7,3.5,0.12,0.14,0.00066,0.035,,
"Bologna-type sausage, QUAL Low fat (naturally or reduced), PROCESS Steaming",,18.0,0.06,13.0,150.0,200.0,0.008,1.3,1.7,3.5,0.12,0.14,0.00066,0.035,,
"Bologna-type sausage, QUAL Low sodium / reduced salt, PROCESS Cooking in water",0.5,21.3,0.1101,44.7,247.5,501.3,0.0201,2.7,4.0,6.7,0.24,0.52,0.0014,0.48999999999999994,0.5,
"Bologna-type sausage, QUAL Low sodium / reduced salt, PROCESS Steaming",0.5,21.3,0.1101,44.7,247.5,501.3,0.0201,2.7,4.0,6.7,0.24,0.52,0.0014,0.48999999999999994,0.5,
Borage,1.0,93.0,0.11,52.0,53.0,470.0,,3.3,1.0,1.3,0.15,0.06,0.0,0.18,1.0,0.0
Borage seeds,1.0,93.0,0.11,52.0,53.0,470.0,,3.3,1.0,1.3,0.15,0.06,0.0,0.18,1.0,0.0
Borlotti or other common beans (dry),0.34,95.71428571428571,0.5399999999999999,176.5,426.0,1171.142857142857,0.009885714285714286,5.314285714285715,2.4085714285714284,5.275285714285714,0.15742857142857145,0.432,0.0,0.3608571428571428,0.302,0.17
"Borlotti or other common beans (dry), PROCESS Baking",0.112,39.0,0.264,74.0,175.0,377.0,,2.153,1.285,2.5449999999999995,0.09,0.15,0.0,0.119,0.11200000000000002,0.0
"Borlotti or other common beans (dry), PROCESS Cooking in water",0.055,52.042857142857144,0.211,39.5,125.97142857142856,369.9428571428571,0.003471428571428571,2.297571428571428,0.9634285714285714,2.5449999999999995,0.049428571428571426,0.114,0.0,0.10614285714285714,0.16040000000000001,0.0027
"Borlotti or other common beans (dry), PROCESS Steaming",0.055,52.042857142857144,0.211,39.5,125.97142857142856,369.9428571428571,0.003471428571428571,2.297571428571428,0.9634285714285714,2.5449999999999995,0.049428571428571426,0.114,0.0,0.10614285714285714,0.16040000000000001,0.0027
Bottled drinking water,0.0,7.3999999999999995,0.0035,3.1485714285714286,0.0505,6.915,9.26e-05,0.06733333333333334,0.06766666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bouillabaisse,,41.0,0.063,18.0,125.0,196.0,,0.608,0.294,3.149,0.182,0.06,0.0009,0.127,0.669,0.012
Bovine and pig fresh meat,0.4,8.0,0.07828571428571429,19.571428571428573,161.71428571428572,300.57142857142856,0.013,1.4952857142857143,3.4155714285714285,9.297,0.17457142857142857,0.28485714285714286,0.002057142857142857,0.3292857142857143,0.3338,0.002
"Bovine and pig fresh meat, PROCESS Baking",0.361,6.0,0.095,23.0,173.0,285.0,,1.832,4.259,9.061,0.212,0.222,0.0028,0.207,0.361,0.002
"Bovine and pig fresh meat, PROCESS Cooking in water",0.48,7.0,0.114,26.0,200.0,302.0,,2.276,5.267,9.764,0.262,0.268,0.0029,0.23500000000000001,0.48,0.003
"Bovine and pig fresh meat, PROCESS Frying",0.502,14.0,0.12999999999999998,28.857142857142858,239.42857142857142,474.14285714285717,0.015,2.2392857142857143,5.188571428571429,11.445000000000002,0.26142857142857145,0.34142857142857147,0.003102857142857143,0.2765714285714286,1.5812000000000002,0.003
"Bovine and pig fresh meat, PROCESS Steaming",0.48,7.0,0.114,26.0,200.0,302.0,,2.276,5.267,9.764,0.262,0.268,0.0029,0.23500000000000001,0.48,0.003
"Bovine and pig fresh meat, QUAL Half fat or medium fat, PROCESS Frying",0.8,14.5,0.0928,19.9,170.5,300.7,0.03,1.8,3.9,6.8,0.19,0.2,0.0013000000000000002,0.51,0.8,
Bovine fresh meat,0.28800000000000003,5.8,0.06971428571428571,20.12857142857143,178.71428571428572,317.2857142857143,0.005971666666666667,2.232,4.309714285714286,9.561714285714286,0.18114285714285713,0.08399999999999999,0.0027171428571428568,0.3618571428571428,0.2772,0.0
"Bovine fresh meat, PROCESS Baking",,8.24,0.0944,24.4,198.4,331.2,0.01136,2.387,5.3088,10.803,0.21459999999999999,0.10466666666666667,0.00237,0.314,0.2646,0.0
"Bovine fresh meat, PROCESS Cooking in water",,9.4,0.106,22.6,219.6,292.2,0.01,2.9544,6.411666666666666,12.1804,0.257,0.06833333333333334,0.0029,0.2574,0.23520000000000002,0.0
"Bovine fresh meat, PROCESS Frying",0.4,8.971428571428572,0.106,23.8,216.28571428571428,338.11428571428576,0.011971428571428572,3.160285714285714,6.046428571428572,11.54257142857143,0.20942857142857144,0.08385714285714285,0.00283,0.4044285714285714,1.2635999999999998,0.0
"Bovine fresh meat, PROCESS Steaming",,7.8,0.10600000000000001,23.4,210.8,292.6,0.01,2.6632000000000002,6.261,12.8672,0.28300000000000003,0.07,0.0039,0.1882,0.3376,0.0
Bovine heart,0.2,5.692857142857143,0.31428571428571433,18.142857142857142,197.85714285714286,251.42857142857142,0.010857142857142857,4.314285714285714,1.4357142857142857,11.523499999999999,0.8228571428571428,0.43642857142857144,0.010385714285714286,0.2642857142857143,0.334,0.0
"Bovine heart, PROCESS Baking",0.407,7.142857142857143,0.4035714285714286,21.0,180.28571428571428,208.85714285714286,0.0389,5.725142857142857,2.0140000000000002,10.88,1.1994285714285715,0.38171428571428573,0.011085714285714286,0.21742857142857144,0.5828,0.0
"Bovine heart, PROCESS Cooking in water",0.407,7.714285714285714,0.5055714285714286,22.0,199.14285714285714,205.57142857142858,0.0389,5.804571428571428,2.350857142857143,12.421571428571427,1.1917142857142857,0.33914285714285713,0.011528571428571428,0.17200000000000001,0.6494,0.0
"Bovine heart, PROCESS Frying",0.407,8.0,0.287,18.0,158.0,193.0,,4.544,1.372,11.097,1.034,0.518,0.0089,0.268,0.4069999999999999,0.0
"Bovine heart, PROCESS Steaming",0.407,7.714285714285714,0.5055714285714286,22.0,199.14285714285714,205.57142857142858,0.0389,5.804571428571428,2.350857142857143,12.421571428571427,1.1917142857142857,0.33914285714285713,0.011528571428571428,0.17200000000000001,0.6494,0.0
Bovine marrowbone,,13.571428571428571,0.058571428571428566,2.7142857142857144,12.0,49.714285714285715,0.021,0.15,0.3171428571428571,0.9568571428571427,0.01,0.0,0.0095,0.23,1.0,0.0
"Bovine meat, dried",,36.6,0.219,55.0,347.8,839.0,,7.274199999999999,15.551999999999998,22.5968,0.43099999999999994,0.15,0.008512,0.594,0.898,0.0
"Bovine meat, dried, PROCESS Cooking in water",,15.0,0.02,16.0,135.0,40.0,,1.6,6.4,1.7,0.12,0.07,0.0018,0.15,,
"Bovine meat, dried, PROCESS Steaming",,15.0,0.02,16.0,135.0,40.0,,1.6,6.4,1.7,0.12,0.07,0.0018,0.15,,
Bovine stomach,0.08,14.0,0.09,8.0,74.85714285714286,18.857142857142858,,2.242857142857143,2.47,8.183,0.08571428571428573,0.037142857142857144,0.0,0.04,0.08,0.0
"Bovine stomach, PROCESS Baking",0.097,18.0,0.087,8.0,76.0,17.0,,2.236,2.534,8.697,0.08,0.021,0.0,0.039,0.097,0.0
"Bovine stomach, PROCESS Cooking in water",0.097,18.0,0.087,8.0,76.0,17.0,,2.236,2.534,8.697,0.08,0.021,0.0,0.039,0.097,0.0
"Bovine stomach, PROCESS Frying",0.097,18.0,0.087,8.0,76.0,17.0,,2.236,2.534,8.697,0.08,0.021,0.0,0.039,0.097,0.0
"Bovine stomach, PROCESS Steaming",0.097,18.0,0.087,8.0,76.0,17.0,,2.236,2.534,8.697,0.08,0.021,0.0,0.039,0.097,0.0
Bovine tail,0.48,5.428571428571429,0.12,21.428571428571427,181.42857142857142,334.2857142857143,,2.3142857142857145,4.385714285714285,8.8,0.20428571428571426,0.07285714285714286,0.002428571428571429,0.21285714285714286,0.404,0.0
"Bovine tail, PROCESS Cooking in water",0.563,8.285714285714286,0.14785714285714288,22.285714285714285,184.28571428571428,260.0,,3.037857142857143,6.123571428571429,10.026428571428571,0.22071428571428572,0.056428571428571425,0.0018571428571428571,0.14285714285714285,0.5178,0.0
"Bovine tail, PROCESS Frying",0.552,5.0,0.109,26.0,223.0,388.0,,2.842,5.1049999999999995,10.248,0.214,0.086,0.0023,0.173,0.552,0.0
"Bovine tail, PROCESS Steaming",0.563,8.285714285714286,0.14785714285714288,22.285714285714285,184.28571428571428,260.0,,3.037857142857143,6.123571428571429,10.026428571428571,0.22071428571428572,0.056428571428571425,0.0018571428571428571,0.14285714285714285,0.5178,0.0
